areacode,city,district,province,district_geocode
101260209,遵义市,习水,贵州省,520330
101260208,遵义市,赤水,贵州省,520381
101260203,遵义市,仁怀,贵州省,520382
101260301,安顺市,安顺,贵州省,520400
101260307,安顺市,西秀,贵州省,520402
101260304,安顺市,平坝,贵州省,520403
101260302,安顺市,普定,贵州省,520422
101260303,安顺市,镇宁,贵州省,520423
101260306,安顺市,关岭,贵州省,520424
101260305,安顺市,紫云,贵州省,520425
101260701,毕节市,毕节,贵州省,520500
101260709,毕节市,七星关,贵州省,520502
101260705,毕节市,大方,贵州省,520521
101260708,毕节市,黔西,贵州省,520522
101260703,毕节市,金沙,贵州省,520523
101260707,毕节市,织金,贵州省,520524
101260706,毕节市,纳雍,贵州省,520525
101260704,毕节市,威宁,贵州省,520526
101260702,毕节市,赫章,贵州省,520527
101260601,铜仁市,铜仁,贵州省,520600
101260606,铜仁市,碧江,贵州省,520602
101260604,铜仁市,万山,贵州省,520603
101260602,铜仁市,江口,贵州省,520621
101260603,铜仁市,玉屏,贵州省,520622
101260608,铜仁市,石阡,贵州省,520623
101260605,铜仁市,思南,贵州省,520624
101260607,铜仁市,印江,贵州省,520625
101260610,铜仁市,德江,贵州省,520626
101260609,铜仁市,沿河,贵州省,520627
101260611,铜仁市,松桃,贵州省,520628
101260906,黔西南布依族苗族自治州,黔西南,贵州省,522300
101260901,黔西南布依族苗族自治州,兴义,贵州省,522301
101260903,黔西南布依族苗族自治州,兴仁,贵州省,522302
101260909,黔西南布依族苗族自治州,普安,贵州省,522323
101260902,黔西南布依族苗族自治州,晴隆,贵州省,522324
101260904,黔西南布依族苗族自治州,贞丰,贵州省,522325
101260905,黔西南布依族苗族自治州,望谟,贵州省,522326
101260908,黔西南布依族苗族自治州,册亨,贵州省,522327
101260907,黔西南布依族苗族自治州,安龙,贵州省,522328
101260506,黔东南苗族侗族自治州,黔东南,贵州省,522600
101260501,黔东南苗族侗族自治州,凯里,贵州省,522601
101260505,黔东南苗族侗族自治州,黄平,贵州省,522622
101260503,黔东南苗族侗族自治州,施秉,贵州省,522623
101260509,黔东南苗族侗族自治州,三穗,贵州省,522624
101260504,黔东南苗族侗族自治州,镇远,贵州省,522625
101260502,黔东南苗族侗族自治州,岑巩,贵州省,522626
101260514,黔东南苗族侗族自治州,天柱,贵州省,522627
101260515,黔东南苗族侗族自治州,锦屏,贵州省,522628
101260511,黔东南苗族侗族自治州,剑河,贵州省,522629
101260510,黔东南苗族侗族自治州,台江,贵州省,522630
101260513,黔东南苗族侗族自治州,黎平,贵州省,522631
101260516,黔东南苗族侗族自治州,榕江,贵州省,522632
101260517,黔东南苗族侗族自治州,从江,贵州省,522633
101260512,黔东南苗族侗族自治州,雷山,贵州省,522634
101260507,黔东南苗族侗族自治州,麻江,贵州省,522635
101260508,黔东南苗族侗族自治州,丹寨,贵州省,522636
101260413,黔南布依族苗族自治州,黔南,贵州省,522700
101260401,黔南布依族苗族自治州,都匀,贵州省,522701
101260405,黔南布依族苗族自治州,福泉,贵州省,522702
101260412,黔南布依族苗族自治州,荔波,贵州省,522722
101260402,黔南布依族苗族自治州,贵定,贵州省,522723
101260403,黔南布依族苗族自治州,瓮安,贵州省,522725
101260410,黔南布依族苗族自治州,独山,贵州省,522726
101260409,黔南布依族苗族自治州,平塘,贵州省,522727
101260408,黔南布依族苗族自治州,罗甸,贵州省,522728
101260404,黔南布依族苗族自治州,长顺,贵州省,522729
101260407,黔南布依族苗族自治州,龙里,贵州省,522730
101260406,黔南布依族苗族自治州,惠水,贵州省,522731
101260411,黔南布依族苗族自治州,三都,贵州省,522732
101290101,昆明市,昆明,云南省,530100
101290102,昆明市,五华区,云南省,530102
101290114,昆明市,盘龙,云南省,530103
101290115,昆明市,官渡,云南省,530111
101290116,昆明市,西山,云南省,530112
101290103,昆明市,东川,云南省,530113
101290108,昆明市,呈贡,云南省,530114
101290105,昆明市,晋宁,云南省,530115
101290109,昆明市,富民,云南省,530124
101290106,昆明市,宜良,云南省,530125
101290107,昆明市,石林,云南省,530126
101290110,昆明市,嵩明,云南省,530127
101290111,昆明市,禄劝,云南省,530128
101290104,昆明市,寻甸,云南省,530129
101290112,昆明市,安宁,云南省,530181
101290401,曲靖市,曲靖,云南省,530300
101290410,曲靖市,麒麟,云南省,530302
101290402,曲靖市,沾益,云南省,530303
101290405,曲靖市,马龙,云南省,530304
101290403,曲靖市,陆良,云南省,530322
101290406,曲靖市,师宗,云南省,530323
101290407,曲靖市,罗平,云南省,530324
101290404,曲靖市,富源,云南省,530325
101290408,曲靖市,会泽,云南省,530326
101290409,曲靖市,宣威,云南省,530381
101290701,玉溪市,玉溪,云南省,530400
101290710,玉溪市,红塔,云南省,530402
101290703,玉溪市,江川,云南省,530403
101290702,玉溪市,澄江,云南省,530422
101290704,玉溪市,通海,云南省,530423
101290705,玉溪市,华宁,云南省,530424
101290707,玉溪市,易门,云南省,530425
101290708,玉溪市,峨山,云南省,530426
101290706,玉溪市,新平,云南省,530427
101290709,玉溪市,元江,云南省,530428
101290501,保山市,保山,云南省,530500
101290502,保山市,隆阳,云南省,530502
101290504,保山市,施甸,云南省,530521
101290503,保山市,龙陵,云南省,530523
101290505,保山市,昌宁,云南省,530524
101290506,保山市,腾冲,云南省,530581
101291001,昭通市,昭通,云南省,530600
101291012,昭通市,昭阳,云南省,530602
101291002,昭通市,鲁甸,云南省,530621
101291006,昭通市,巧家,云南省,530622
101291009,昭通市,盐津,云南省,530623
101291010,昭通市,大关,云南省,530624
101291008,昭通市,永善,云南省,530625
101291007,昭通市,绥江,云南省,530626
101291004,昭通市,镇雄,云南省,530627
101291003,昭通市,彝良,云南省,530628
101291005,昭通市,威信,云南省,530629
101291011,昭通市,水富,云南省,530681
101291401,丽江市,丽江,云南省,530700
101291405,丽江市,古城区,云南省,530702
101291406,丽江市,玉龙,云南省,530721
101291402,丽江市,永胜,云南省,530722
101291403,丽江市,华坪,云南省,530723
101291404,丽江市,宁蒗,云南省,530724
101290901,普洱市,普洱,云南省,530800
101290905,普洱市,思茅,云南省,530802
101290912,普洱市,宁洱,云南省,530821
101290906,普洱市,墨江,云南省,530822
101290903,普洱市,景东,云南省,530823
101290902,普洱市,景谷,云南省,530824
101290911,普洱市,镇沅,云南省,530825
101290907,普洱市,江城,云南省,530826
101290908,普洱市,孟连,云南省,530827
101290904,普洱市,澜沧,云南省,530828
101290909,普洱市,西盟,云南省,530829
101291101,临沧市,临沧,云南省,530900
101291109,临沧市,临翔,云南省,530902
101291105,临沧市,凤庆,云南省,530921
101291107,临沧市,云县,云南省,530922
101291106,临沧市,永德,云南省,530923
101291108,临沧市,镇康,云南省,530924
101291104,临沧市,双江,云南省,530925
101291103,临沧市,耿马,云南省,530926
101291102,临沧市,沧源,云南省,530927
101290801,楚雄彝族自治州,楚雄,云南省,532300
101290830,楚雄彝族自治州,楚雄市,云南省,532301
101290809,楚雄彝族自治州,双柏,云南省,532322
101290805,楚雄彝族自治州,牟定,云南省,532323
101290806,楚雄彝族自治州,南华,云南省,532324
101290804,楚雄彝族自治州,姚安,云南省,532325
101290802,楚雄彝族自治州,大姚,云南省,532326
101290810,楚雄彝族自治州,永仁,云南省,532327
101290803,楚雄彝族自治州,元谋,云南省,532328
101290807,楚雄彝族自治州,武定,云南省,532329
101290808,楚雄彝族自治州,禄丰,云南省,532331
101290301,红河哈尼族彝族自治州,红河,云南省,532500
101290308,红河哈尼族彝族自治州,个旧,云南省,532501
101290307,红河哈尼族彝族自治州,开远,云南省,532502
101290309,红河哈尼族彝族自治州,蒙自,云南省,532503
101290304,红河哈尼族彝族自治州,弥勒,云南省,532504
101290310,红河哈尼族彝族自治州,屏边,云南省,532523
101290303,红河哈尼族彝族自治州,建水,云南省,532524
101290302,红河哈尼族彝族自治州,石屏,云南省,532525
101290311,红河哈尼族彝族自治州,泸西,云南省,532527
101290305,红河哈尼族彝族自治州,元阳,云南省,532528
101290330,红河哈尼族彝族自治州,红河县,云南省,532529
101290312,红河哈尼族彝族自治州,金平,云南省,532530
101290306,红河哈尼族彝族自治州,绿春,云南省,532531
101290313,红河哈尼族彝族自治州,河口,云南省,532532
101290601,文山壮族苗族自治州,文山,云南省,532600
101290630,文山壮族苗族自治州,文山市,云南省,532601
101290605,文山壮族苗族自治州,砚山,云南省,532622
101290602,文山壮族苗族自治州,西畴,云南省,532623
101290604,文山壮族苗族自治州,麻栗坡,云南省,532624
101290603,文山壮族苗族自治州,马关,云南省,532625
101290606,文山壮族苗族自治州,丘北,云南省,532626
101290607,文山壮族苗族自治州,广南,云南省,532627
101290608,文山壮族苗族自治州,富宁,云南省,532628
101291602,西双版纳傣族自治州,西双版纳,云南省,532800
101291601,西双版纳傣族自治州,景洪,云南省,532801
101291603,西双版纳傣族自治州,勐海,云南省,532822
101291605,西双版纳傣族自治州,勐腊,云南省,532823
101290201,大理白族自治州,大理,云南省,532900
101290230,大理白族自治州,大理市,云南省,532901
101290203,大理白族自治州,漾濞,云南省,532922
101290207,大理白族自治州,祥云,云南省,532923
101290205,大理白族自治州,宾川,云南省,532924
101290206,大理白族自治州,弥渡,云南省,532925
101290212,大理白族自治州,南涧,云南省,532926
101290208,大理白族自治州,巍山,云南省,532927
101290204,大理白族自治州,永平,云南省,532928
101290202,大理白族自治州,云龙,云南省,532929
101290210,大理白族自治州,洱源,云南省,532930
101290209,大理白族自治州,剑川,云南省,532931
101290211,大理白族自治州,鹤庆,云南省,532932
101291501,德宏傣族景颇族自治州,德宏,云南省,533100
101291506,德宏傣族景颇族自治州,瑞丽,云南省,533102
101291508,德宏傣族景颇族自治州,芒市,云南省,533103
101291507,德宏傣族景颇族自治州,梁河,云南省,533122
101291504,德宏傣族景颇族自治州,盈江,云南省,533123
101291503,德宏傣族景颇族自治州,陇川,云南省,533124
101291201,怒江傈僳族自治州,怒江,云南省,533300
101291205,怒江傈僳族自治州,泸水,云南省,533301
101291203,怒江傈僳族自治州,福贡,云南省,533323
101291207,怒江傈僳族自治州,贡山,云南省,533324
101291204,怒江傈僳族自治州,兰坪,云南省,533325
101291305,迪庆藏族自治州,迪庆,云南省,533400
101291301,迪庆藏族自治州,香格里拉,云南省,533401
101291302,迪庆藏族自治州,德钦,云南省,533422
101291303,迪庆藏族自治州,维西,云南省,533423
101140101,拉萨市,拉萨,西藏自治区,540100
101140109,拉萨市,城关区,西藏自治区,540102
101140105,拉萨市,堆龙德庆,西藏自治区,540103
101140107,拉萨市,达孜,西藏自治区,540104
101140104,拉萨市,林周,西藏自治区,540121
101140102,拉萨市,当雄,西藏自治区,540122
101140103,拉萨市,尼木,西藏自治区,540123
101140106,拉萨市,曲水,西藏自治区,540124
101140108,拉萨市,墨竹工卡,西藏自治区,540127
101140201,日喀则市,日喀则,西藏自治区,540200
101140215,日喀则市,桑珠孜,西藏自治区,540202
101140203,日喀则市,南木林,西藏自治区,540221
101140206,日喀则市,江孜,西藏自治区,540222
101140205,日喀则市,定日,西藏自治区,540223
101140213,日喀则市,萨迦,西藏自治区,540224
101140202,日喀则市,拉孜,西藏自治区,540225
101140211,日喀则市,昂仁,西藏自治区,540226
101140214,日喀则市,谢通门,西藏自治区,540227
101140217,日喀则市,白朗,西藏自治区,540228
101140220,日喀则市,仁布,西藏自治区,540229
101140219,日喀则市,康马,西藏自治区,540230
101140212,日喀则市,定结,西藏自治区,540231
101140208,日喀则市,仲巴,西藏自治区,540232
101140218,日喀则市,亚东,西藏自治区,540233
101140210,日喀则市,吉隆,西藏自治区,540234
101140204,日喀则市,聂拉木,西藏自治区,540235
101140209,日喀则市,萨嘎,西藏自治区,540236
101140216,日喀则市,岗巴,西藏自治区,540237
101140501,昌都市,昌都,西藏自治区,540300
101140512,昌都市,卡若,西藏自治区,540302
101140509,昌都市,江达,西藏自治区,540321
101140511,昌都市,贡觉,西藏自治区,540322
101140507,昌都市,类乌齐,西藏自治区,540323
101140502,昌都市,丁青,西藏自治区,540324
101140510,昌都市,察雅,西藏自治区,540325
101140508,昌都市,八宿,西藏自治区,540326
101140505,昌都市,左贡,西藏自治区,540327
101140506,昌都市,芒康,西藏自治区,540328
101140504,昌都市,洛隆,西藏自治区,540329
101140503,昌都市,边坝,西藏自治区,540330
101140401,林芝市,林芝,西藏自治区,540400
101140408,林芝市,巴宜,西藏自治区,540402
101140405,林芝市,工布江达,西藏自治区,540421
101140403,林芝市,米林,西藏自治区,540422
101140407,林芝市,墨脱,西藏自治区,540423
101140402,林芝市,波密,西藏自治区,540424
101140404,林芝市,察隅,西藏自治区,540425
101140406,林芝市,朗县,西藏自治区,540426
101140301,山南市,山南,西藏自治区,540500
101140309,山南市,乃东,西藏自治区,540502
101140303,山南市,扎囊,西藏自治区,540521
101140302,山南市,贡嘎,西藏自治区,540522
101140310,山南市,桑日,西藏自治区,540523
101140313,山南市,琼结,西藏自治区,540524
101140314,山南市,曲松,西藏自治区,540525
101140312,山南市,措美,西藏自治区,540526
101140311,山南市,洛扎,西藏自治区,540527
101140304,山南市,加查,西藏自治区,540528
101140307,山南市,隆子,西藏自治区,540529
101140306,山南市,错那,西藏自治区,540530
101140305,山南市,浪卡子,西藏自治区,540531
101140601,那曲市,那曲,西藏自治区,540600
101140612,那曲市,色尼,西藏自治区,540602
101140603,那曲市,嘉黎,西藏自治区,540621
101140609,那曲市,比如,西藏自治区,540622
101140607,那曲市,聂荣,西藏自治区,540623
101140605,那曲市,安多,西藏自治区,540624
101140611,那曲市,申扎,西藏自治区,540625
101140606,那曲市,索县,西藏自治区,540626
101140604,那曲市,班戈,西藏自治区,540627
101140608,那曲市,巴青,西藏自治区,540628
101140602,那曲市,尼玛,西藏自治区,540629
101140610,那曲市,双湖,西藏自治区,540630
101140701,阿里地区,阿里地区,西藏自治区,542500
101140705,阿里地区,普兰,西藏自治区,542521
101140706,阿里地区,札达,西藏自治区,542522
101140707,阿里地区,噶尔,西藏自治区,542523
101140708,阿里地区,日土,西藏自治区,542524
101140709,阿里地区,革吉,西藏自治区,542525
101140702,阿里地区,改则,西藏自治区,542526
101140710,阿里地区,措勤,西藏自治区,542527
101110101,西安市,西安,陕西省,610100
101110108,西安市,新城区,陕西省,610102
101110109,西安市,碑林,陕西省,610103
101110110,西安市,莲湖,陕西省,610104
101110111,西安市,灞桥,陕西省,610111
101110112,西安市,未央,陕西省,610112
101110113,西安市,雁塔,陕西省,610113
101110114,西安市,阎良,陕西省,610114
101110103,西安市,临潼,陕西省,610115
101110102,西安市,长安,陕西省,610116
101110107,西安市,高陵,陕西省,610117
101110106,西安市,鄠邑,陕西省,610118
101110104,西安市,蓝田,陕西省,610122
101110105,西安市,周至,陕西省,610124
101111001,铜川市,铜川,陕西省,610200
101111005,铜川市,王益,陕西省,610202
101111006,铜川市,印台,陕西省,610203
101111004,铜川市,耀州,陕西省,610204
101111003,铜川市,宜君,陕西省,610222
101110901,宝鸡市,宝鸡,陕西省,610300
101110902,宝鸡市,渭滨,陕西省,610302
101110913,宝鸡市,金台,陕西省,610303
101110912,宝鸡市,陈仓,陕西省,610304
101110906,宝鸡市,凤翔,陕西省,610322
101110905,宝鸡市,岐山,陕西省,610323
101110907,宝鸡市,扶风,陕西省,610324
101110908,宝鸡市,眉县,陕西省,610326
101110911,宝鸡市,陇县,陕西省,610327
101110903,宝鸡市,千阳,陕西省,610328
101110904,宝鸡市,麟游,陕西省,610329
101110910,宝鸡市,凤县,陕西省,610330
101110909,宝鸡市,太白,陕西省,610331
101110200,咸阳市,咸阳,陕西省,610400
101110212,咸阳市,秦都,陕西省,610402
101111102,咸阳市,杨陵,陕西省,610403
101110213,咸阳市,渭城,陕西省,610404
101110201,咸阳市,三原,陕西省,610422
101110205,咸阳市,泾阳,陕西省,610423
101110207,咸阳市,乾县,陕西省,610424
101110202,咸阳市,礼泉,陕西省,610425
101110203,咸阳市,永寿,陕西省,610426
101110209,咸阳市,长武,陕西省,610428
101110210,咸阳市,旬邑,陕西省,610429
101110204,咸阳市,淳化,陕西省,610430
101110206,咸阳市,武功,陕西省,610431
101110211,咸阳市,兴平,陕西省,610481
101110230,咸阳市,彬州,陕西省,610482
101110501,渭南市,渭南,陕西省,610500
101110512,渭南市,临渭,陕西省,610502
101110513,渭南市,华州,陕西省,610503
101110503,渭南市,潼关,陕西省,610522
101110504,渭南市,大荔,陕西省,610523
101110509,渭南市,合阳,陕西省,610524
101110508,渭南市,澄城,陕西省,610525
101110507,渭南市,蒲城,陕西省,610526
101110505,渭南市,白水,陕西省,610527
101110506,渭南市,富平,陕西省,610528
101110510,渭南市,韩城,陕西省,610581
101110511,渭南市,华阴,陕西省,610582
101110300,延安市,延安,陕西省,610600
101110313,延安市,宝塔,陕西省,610602
101110307,延安市,安塞,陕西省,610603
101110301,延安市,延长,陕西省,610621
101110302,延安市,延川,陕西省,610622
101110303,延安市,子长,陕西省,610623
101110306,延安市,志丹,陕西省,610625
101110312,延安市,吴起,陕西省,610626
101110308,延安市,甘泉,陕西省,610627
101110305,延安市,富县,陕西省,610628
101110309,延安市,洛川,陕西省,610629
101110304,延安市,宜川,陕西省,610630
101110311,延安市,黄龙,陕西省,610631
101110310,延安市,黄陵,陕西省,610632
101110801,汉中市,汉中,陕西省,610700
101110812,汉中市,汉台,陕西省,610702
101110810,汉中市,南郑,陕西省,610703
101110806,汉中市,城固,陕西省,610722
101110805,汉中市,洋县,陕西省,610723
101110807,汉中市,西乡,陕西省,610724
101110803,汉中市,勉县,陕西省,610725
101110809,汉中市,宁强,陕西省,610726
101110802,汉中市,略阳,陕西省,610727
101110811,汉中市,镇巴,陕西省,610728
101110804,汉中市,留坝,陕西省,610729
101110808,汉中市,佛坪,陕西省,610730
101110401,榆林市,榆林,陕西省,610800
101110413,榆林市,榆阳,陕西省,610802
101110407,榆林市,横山,陕西省,610803
101110402,榆林市,府谷,陕西省,610822
101110406,榆林市,靖边,陕西省,610824
101110405,榆林市,定边,陕西省,610825
101110410,榆林市,绥德,陕西省,610826
101110408,榆林市,米脂,陕西省,610827
101110404,榆林市,佳县,陕西省,610828
101110411,榆林市,吴堡,陕西省,610829
101110412,榆林市,清涧,陕西省,610830
101110409,榆林市,子洲,陕西省,610831
101110403,榆林市,神木,陕西省,610881
101110701,安康市,安康,陕西省,610900
101110711,安康市,汉滨,陕西省,610902
101110704,安康市,汉阴,陕西省,610921
101110703,安康市,石泉,陕西省,610922
101110710,安康市,宁陕,陕西省,610923
101110702,安康市,紫阳,陕西省,610924
101110706,安康市,岚皋,陕西省,610925
101110707,安康市,平利,陕西省,610926
101110709,安康市,镇坪,陕西省,610927
101110705,安康市,旬阳,陕西省,610928
101110708,安康市,白河,陕西省,610929
101110601,商洛市,商洛,陕西省,611000
101110604,商洛市,商州,陕西省,611002
101110602,商洛市,洛南,陕西省,611021
101110606,商洛市,丹凤,陕西省,611022
101110607,商洛市,商南,陕西省,611023
101110608,商洛市,山阳,陕西省,611024
101110605,商洛市,镇安,陕西省,611025
101110603,商洛市,柞水,陕西省,611026
101160101,兰州市,兰州,甘肃省,620100
101160105,兰州市,城关,甘肃省,620102
101160106,兰州市,七里河,甘肃省,620103
101160107,兰州市,西固,甘肃省,620104
101160108,兰州市,安宁区,甘肃省,620105
101160109,兰州市,红古,甘肃省,620111
101160103,兰州市,永登,甘肃省,620121
101160102,兰州市,皋兰,甘肃省,620122
101160104,兰州市,榆中,甘肃省,620123
101161401,嘉峪关市,嘉峪关,甘肃省,620200
101160601,金昌市,金昌,甘肃省,620300
101160603,金昌市,金川区,甘肃省,620302
101160602,金昌市,永昌,甘肃省,620321
101161301,白银市,白银,甘肃省,620400
101161330,白银市,白银区,甘肃省,620402
101161304,白银市,平川,甘肃省,620403
101161302,白银市,靖远,甘肃省,620421
101161303,白银市,会宁,甘肃省,620422
101161305,白银市,景泰,甘肃省,620423
101160901,天水市,天水,甘肃省,620500
101160902,天水市,秦州,甘肃省,620502
101160908,天水市,麦积,甘肃省,620503
101160903,天水市,清水,甘肃省,620521
101160904,天水市,秦安,甘肃省,620522
101160905,天水市,甘谷,甘肃省,620523
101160906,天水市,武山,甘肃省,620524
101160907,天水市,张家川,甘肃省,620525
101160501,武威市,武威,甘肃省,620600
101160504,武威市,凉州,甘肃省,620602
101160502,武威市,民勤,甘肃省,620621
101160503,武威市,古浪,甘肃省,620622
101160505,武威市,天祝,甘肃省,620623
101160701,张掖市,张掖,甘肃省,620700
101160707,张掖市,甘州,甘肃省,620702
101160702,张掖市,肃南,甘肃省,620721
101160703,张掖市,民乐,甘肃省,620722
101160704,张掖市,临泽,甘肃省,620723
101160705,张掖市,高台,甘肃省,620724
101160706,张掖市,山丹,甘肃省,620725
101160301,平凉市,平凉,甘肃省,620800
101160308,平凉市,崆峒,甘肃省,620802
101160302,平凉市,泾川,甘肃省,620821
101160303,平凉市,灵台,甘肃省,620822
101160304,平凉市,崇信,甘肃省,620823
101160306,平凉市,庄浪,甘肃省,620825
101160307,平凉市,静宁,甘肃省,620826
101160305,平凉市,华亭,甘肃省,620881
101160801,酒泉市,酒泉,甘肃省,620900
101160802,酒泉市,肃州,甘肃省,620902
101160803,酒泉市,金塔,甘肃省,620921
101160805,酒泉市,瓜州,甘肃省,620922
101160806,酒泉市,肃北,甘肃省,620923
101160804,酒泉市,阿克塞,甘肃省,620924
101160807,酒泉市,玉门,甘肃省,620981
101160808,酒泉市,敦煌,甘肃省,620982
101160401,庆阳市,庆阳,甘肃省,621000
101160402,庆阳市,西峰,甘肃省,621002
101160409,庆阳市,庆城,甘肃省,621021
101160403,庆阳市,环县,甘肃省,621022
101160404,庆阳市,华池,甘肃省,621023
101160405,庆阳市,合水,甘肃省,621024
101160406,庆阳市,正宁,甘肃省,621025
101160407,庆阳市,宁县,甘肃省,621026
101160408,庆阳市,镇原,甘肃省,621027
101160201,定西市,定西,甘肃省,621100
101160208,定西市,安定,甘肃省,621102
101160202,定西市,通渭,甘肃省,621121
101160203,定西市,陇西,甘肃省,621122
101160204,定西市,渭源,甘肃省,621123
101160205,定西市,临洮,甘肃省,621124
101160206,定西市,漳县,甘肃省,621125
101160207,定西市,岷县,甘肃省,621126
101161010,陇南市,陇南,甘肃省,621200
101161001,陇南市,武都,甘肃省,621202
101161002,陇南市,成县,甘肃省,621221
101161003,陇南市,文县,甘肃省,621222
101161004,陇南市,宕昌,甘肃省,621223
101161005,陇南市,康县,甘肃省,621224
101161006,陇南市,西和,甘肃省,621225
101161007,陇南市,礼县,甘肃省,621226
101161008,陇南市,徽县,甘肃省,621227
101161009,陇南市,两当,甘肃省,621228
101161101,临夏回族自治州,临夏,甘肃省,622900
101161130,临夏回族自治州,临夏市,甘肃省,622901
101161131,临夏回族自治州,临夏县,甘肃省,622921
101161102,临夏回族自治州,康乐,甘肃省,622922
101161103,临夏回族自治州,永靖,甘肃省,622923
101161104,临夏回族自治州,广河,甘肃省,622924
101161105,临夏回族自治州,和政,甘肃省,622925
101161106,临夏回族自治州,东乡,甘肃省,622926
101161107,临夏回族自治州,积石山,甘肃省,622927
101161209,甘南藏族自治州,甘南,甘肃省,623000
101161201,甘南藏族自治州,合作,甘肃省,623001
101161202,甘南藏族自治州,临潭,甘肃省,623021
101161203,甘南藏族自治州,卓尼,甘肃省,623022
101161204,甘南藏族自治州,舟曲,甘肃省,623023
101161205,甘南藏族自治州,迭部,甘肃省,623024
101161206,甘南藏族自治州,玛曲,甘肃省,623025
101161207,甘南藏族自治州,碌曲,甘肃省,623026
101161208,甘南藏族自治州,夏河,甘肃省,623027
101150101,西宁市,西宁,青海省,630100
101150105,西宁市,城东区,青海省,630102
101150106,西宁市,城中区,青海省,630103
101150107,西宁市,城西区,青海省,630104
101150108,西宁市,城北区,青海省,630105
101150102,西宁市,大通,青海省,630121
101150104,西宁市,湟中,青海省,630122
101150103,西宁市,湟源,青海省,630123
101150207,海东市,海东,青海省,630200
101150202,海东市,乐都,青海省,630202
101150201,海东市,平安,青海省,630203
101150203,海东市,民和,青海省,630222
101150204,海东市,互助,青海省,630223
101150205,海东市,化隆,青海省,630224
101150206,海东市,循化,青海省,630225
101150804,海北藏族自治州,海北,青海省,632200
101150802,海北藏族自治州,门源,青海省,632221
101150803,海北藏族自治州,祁连,青海省,632222
101150801,海北藏族自治州,海晏,青海省,632223
101150806,海北藏族自治州,刚察,青海省,632224
101150305,黄南藏族自治州,黄南,青海省,632300
101150301,黄南藏族自治州,同仁,青海省,632321
101150302,黄南藏族自治州,尖扎,青海省,632322
101150303,黄南藏族自治州,泽库,青海省,632323
101150304,黄南藏族自治州,河南,青海省,632324
101150402,海南藏族自治州,海南,青海省,632500
101150401,海南藏族自治州,共和,青海省,632521
101150408,海南藏族自治州,同德,青海省,632522
101150404,海南藏族自治州,贵德,青海省,632523
101150406,海南藏族自治州,兴海,青海省,632524
101150407,海南藏族自治州,贵南,青海省,632525
101150507,果洛藏族自治州,果洛,青海省,632600
101150501,果洛藏族自治州,玛沁,青海省,632621
101150502,果洛藏族自治州,班玛,青海省,632622
101150503,果洛藏族自治州,甘德,青海省,632623
101150504,果洛藏族自治州,达日,青海省,632624
101150505,果洛藏族自治州,久治,青海省,632625
101150506,果洛藏族自治州,玛多,青海省,632626
101150601,玉树藏族自治州,玉树,青海省,632700
101150630,玉树藏族自治州,玉树市,青海省,632701
101150604,玉树藏族自治州,杂多,青海省,632722
101150602,玉树藏族自治州,称多,青海省,632723
101150603,玉树藏族自治州,治多,青海省,632724
101150605,玉树藏族自治州,囊谦,青海省,632725
101150606,玉树藏族自治州,曲麻莱,青海省,632726
101150702,海西蒙古族藏族自治州,海西,青海省,632800
101150714,海西蒙古族藏族自治州,格尔木,青海省,632801
101150701,海西蒙古族藏族自治州,德令哈,青海省,632802
101150712,海西蒙古族藏族自治州,茫崖,青海省,632803
101150709,海西蒙古族藏族自治州,乌兰,青海省,632821
101150715,海西蒙古族藏族自治州,都兰,青海省,632822
101150708,海西蒙古族藏族自治州,天峻,青海省,632823
101170101,银川市,银川,宁夏回族自治区,640100
101170105,银川市,兴庆,宁夏回族自治区,640104
101170106,银川市,西夏,宁夏回族自治区,640105
101170107,银川市,金凤,宁夏回族自治区,640106
101170102,银川市,永宁,宁夏回族自治区,640121
101170104,银川市,贺兰,宁夏回族自治区,640122
101170103,银川市,灵武,宁夏回族自治区,640181
101170201,石嘴山市,石嘴山,宁夏回族自治区,640200
101170205,石嘴山市,大武口,宁夏回族自治区,640202
101170202,石嘴山市,惠农,宁夏回族自治区,640205
101170203,石嘴山市,平罗,宁夏回族自治区,640221
101170301,吴忠市,吴忠,宁夏回族自治区,640300
101170304,吴忠市,利通,宁夏回族自治区,640302
101170305,吴忠市,红寺堡,宁夏回族自治区,640303
101170303,吴忠市,盐池,宁夏回族自治区,640323
101170302,吴忠市,同心,宁夏回族自治区,640324
101170306,吴忠市,青铜峡,宁夏回族自治区,640381
101170401,固原市,固原,宁夏回族自治区,640400
101170405,固原市,原州,宁夏回族自治区,640402
101170402,固原市,西吉,宁夏回族自治区,640422
101170403,固原市,隆德,宁夏回族自治区,640423
101170404,固原市,泾源,宁夏回族自治区,640424
101170406,固原市,彭阳,宁夏回族自治区,640425
101170501,中卫市,中卫,宁夏回族自治区,640500
101170503,中卫市,沙坡头,宁夏回族自治区,640502
101170502,中卫市,中宁,宁夏回族自治区,640521
101170504,中卫市,海原,宁夏回族自治区,640522
101130101,乌鲁木齐市,乌鲁木齐,新疆维吾尔自治区,650100
101130102,乌鲁木齐市,天山,新疆维吾尔自治区,650102
101130104,乌鲁木齐市,沙依巴克,新疆维吾尔自治区,650103
101130106,乌鲁木齐市,新市区,新疆维吾尔自治区,650104
101130107,乌鲁木齐市,水磨沟,新疆维吾尔自治区,650105
101130111,乌鲁木齐市,头屯河,新疆维吾尔自治区,650106
