areacode,city,district,province,district_geocode
101130105,乌鲁木齐市,达坂城,新疆维吾尔自治区,650107
101130112,乌鲁木齐市,米东,新疆维吾尔自治区,650109
101130113,乌鲁木齐市,乌鲁木齐县,新疆维吾尔自治区,650121
101130201,克拉玛依市,克拉玛依,新疆维吾尔自治区,650200
101130204,克拉玛依市,独山子,新疆维吾尔自治区,650202
101130230,克拉玛依市,克拉玛依区,新疆维吾尔自治区,650203
101130203,克拉玛依市,白碱滩,新疆维吾尔自治区,650204
101130202,克拉玛依市,乌尔禾,新疆维吾尔自治区,650205
101130501,吐鲁番市,吐鲁番,新疆维吾尔自治区,650400
101130503,吐鲁番市,高昌,新疆维吾尔自治区,650402
101130504,吐鲁番市,鄯善,新疆维吾尔自治区,650421
101130502,吐鲁番市,托克逊,新疆维吾尔自治区,650422
101131201,哈密市,哈密,新疆维吾尔自治区,650500
101131202,哈密市,伊州,新疆维吾尔自治区,650502
101131203,哈密市,巴里坤,新疆维吾尔自治区,650521
101131204,哈密市,伊吾,新疆维吾尔自治区,650522
101130401,昌吉回族自治州,昌吉,新疆维吾尔自治区,652300
101130430,昌吉回族自治州,昌吉市,新疆维吾尔自治区,652301
101130404,昌吉回族自治州,阜康,新疆维吾尔自治区,652302
101130402,昌吉回族自治州,呼图壁,新疆维吾尔自治区,652323
101130407,昌吉回族自治州,玛纳斯,新疆维吾尔自治区,652324
101130406,昌吉回族自治州,奇台,新疆维吾尔自治区,652325
101130405,昌吉回族自治州,吉木萨尔,新疆维吾尔自治区,652327
101130408,昌吉回族自治州,木垒,新疆维吾尔自治区,652328
101131604,博尔塔拉蒙古自治州,博尔塔拉,新疆维吾尔自治区,652700
101131601,博尔塔拉蒙古自治州,博乐,新疆维吾尔自治区,652701
101131606,博尔塔拉蒙古自治州,阿拉山口,新疆维吾尔自治区,652702
101131603,博尔塔拉蒙古自治州,精河,新疆维吾尔自治区,652722
101131602,博尔塔拉蒙古自治州,温泉,新疆维吾尔自治区,652723
101130609,巴音郭楞蒙古自治州,巴音郭楞,新疆维吾尔自治区,652800
101130601,巴音郭楞蒙古自治州,库尔勒,新疆维吾尔自治区,652801
101130602,巴音郭楞蒙古自治州,轮台,新疆维吾尔自治区,652822
101130603,巴音郭楞蒙古自治州,尉犁,新疆维吾尔自治区,652823
101130604,巴音郭楞蒙古自治州,若羌,新疆维吾尔自治区,652824
101130605,巴音郭楞蒙古自治州,且末,新疆维吾尔自治区,652825
101130607,巴音郭楞蒙古自治州,焉耆,新疆维吾尔自治区,652826
101130606,巴音郭楞蒙古自治州,和静,新疆维吾尔自治区,652827
101130608,巴音郭楞蒙古自治州,和硕,新疆维吾尔自治区,652828
101130612,巴音郭楞蒙古自治州,博湖,新疆维吾尔自治区,652829
101130801,阿克苏地区,阿克苏,新疆维吾尔自治区,652900
101130830,阿克苏地区,阿克苏市,新疆维吾尔自治区,652901
101130803,阿克苏地区,温宿,新疆维吾尔自治区,652922
101130807,阿克苏地区,库车,新疆维吾尔自治区,652902
101130806,阿克苏地区,沙雅,新疆维吾尔自治区,652924
101130805,阿克苏地区,新和,新疆维吾尔自治区,652925
101130804,阿克苏地区,拜城,新疆维吾尔自治区,652926
101130802,阿克苏地区,乌什,新疆维吾尔自治区,652927
101130809,阿克苏地区,阿瓦提,新疆维吾尔自治区,652928
101130808,阿克苏地区,柯坪,新疆维吾尔自治区,652929
101131505,克孜勒苏柯尔克孜自治州,克孜勒苏,新疆维吾尔自治区,653000
101131501,克孜勒苏柯尔克孜自治州,阿图什,新疆维吾尔自治区,653001
101131503,克孜勒苏柯尔克孜自治州,阿克陶,新疆维吾尔自治区,653022
101131504,克孜勒苏柯尔克孜自治州,阿合奇,新疆维吾尔自治区,653023
101131502,克孜勒苏柯尔克孜自治州,乌恰,新疆维吾尔自治区,653024
101130901,喀什地区,喀什,新疆维吾尔自治区,653100
101130930,喀什地区,喀什市,新疆维吾尔自治区,653101
101130911,喀什地区,疏附,新疆维吾尔自治区,653121
101130912,喀什地区,疏勒,新疆维吾尔自治区,653122
101130902,喀什地区,英吉沙,新疆维吾尔自治区,653123
101130907,喀什地区,泽普,新疆维吾尔自治区,653124
101130905,喀什地区,莎车,新疆维吾尔自治区,653125
101130906,喀什地区,叶城,新疆维吾尔自治区,653126
101130904,喀什地区,麦盖提,新疆维吾尔自治区,653127
101130909,喀什地区,岳普湖,新疆维吾尔自治区,653128
101130910,喀什地区,伽师,新疆维吾尔自治区,653129
101130908,喀什地区,巴楚,新疆维吾尔自治区,653130
101130903,喀什地区,塔什库尔干,新疆维吾尔自治区,653131
101131301,和田地区,和田,新疆维吾尔自治区,653200
101131330,和田地区,和田市,新疆维吾尔自治区,653201
101131331,和田地区,和田县,新疆维吾尔自治区,653221
101131304,和田地区,墨玉,新疆维吾尔自治区,653222
101131302,和田地区,皮山,新疆维吾尔自治区,653223
101131305,和田地区,洛浦,新疆维吾尔自治区,653224
101131303,和田地区,策勒,新疆维吾尔自治区,653225
101131307,和田地区,于田,新疆维吾尔自治区,653226
101131306,和田地区,民丰,新疆维吾尔自治区,653227
101131012,伊犁哈萨克自治州,伊犁,新疆维吾尔自治区,654000
101131001,伊犁哈萨克自治州,伊宁,新疆维吾尔自治区,654002
101131011,伊犁哈萨克自治州,奎屯,新疆维吾尔自治区,654003
101131010,伊犁哈萨克自治州,霍尔果斯,新疆维吾尔自治区,654004
101131004,伊犁哈萨克自治州,伊宁县,新疆维吾尔自治区,654021
101131002,伊犁哈萨克自治州,察布查尔,新疆维吾尔自治区,654022
101131009,伊犁哈萨克自治州,霍城,新疆维吾尔自治区,654023
101131005,伊犁哈萨克自治州,巩留,新疆维吾尔自治区,654024
101131006,伊犁哈萨克自治州,新源,新疆维吾尔自治区,654025
101131007,伊犁哈萨克自治州,昭苏,新疆维吾尔自治区,654026
101131008,伊犁哈萨克自治州,特克斯,新疆维吾尔自治区,654027
101131003,伊犁哈萨克自治州,尼勒克,新疆维吾尔自治区,654028
101131101,塔城地区,塔城,新疆维吾尔自治区,654200
101131130,塔城地区,塔城市,新疆维吾尔自治区,654201
101131106,塔城地区,乌苏,新疆维吾尔自治区,654202
101131103,塔城地区,额敏,新疆维吾尔自治区,654221
101131107,塔城地区,沙湾,新疆维吾尔自治区,654223
101131105,塔城地区,托里,新疆维吾尔自治区,654224
101131102,塔城地区,裕民,新疆维吾尔自治区,654225
101131104,塔城地区,和布克赛尔,新疆维吾尔自治区,654226
101131401,阿勒泰地区,阿勒泰,新疆维吾尔自治区,654300
101131430,阿勒泰地区,阿勒泰市,新疆维吾尔自治区,654301
101131406,阿勒泰地区,布尔津,新疆维吾尔自治区,654321
101131408,阿勒泰地区,富蕴,新疆维吾尔自治区,654322
101131407,阿勒泰地区,福海,新疆维吾尔自治区,654323
101131402,阿勒泰地区,哈巴河,新疆维吾尔自治区,654324
101131409,阿勒泰地区,青河,新疆维吾尔自治区,654325
101131405,阿勒泰地区,吉木乃,新疆维吾尔自治区,654326
101130301,石河子市,石河子,新疆维吾尔自治区,659001
101130701,阿拉尔市,阿拉尔,新疆维吾尔自治区,659002
101131701,图木舒克市,图木舒克,新疆维吾尔自治区,659003
101131801,五家渠市,五家渠,新疆维吾尔自治区,659004
101132101,北屯市,北屯,新疆维吾尔自治区,659005
101131901,铁门关市,铁门关,新疆维吾尔自治区,659006
101132201,双河市,双河,新疆维吾尔自治区,659007
101132301,可克达拉市,可克达拉,新疆维吾尔自治区,659008
101132401,昆玉市,昆玉,新疆维吾尔自治区,659009
101320100,香港,香港,香港,810100
101320101,香港,中西区,香港,810101
101320102,香港,东区,香港,810102
101320103,香港,九龙城区,香港,810103
101320104,香港,观塘区,香港,810104
101320105,香港,南区,香港,810105
101320106,香港,深水埗区,香港,810106
101320107,香港,湾仔区,香港,810107
101320108,香港,黄大仙区,香港,810108
101320109,香港,油尖旺区,香港,810109
101320110,香港,离岛区,香港,810110
101320111,香港,葵青区,香港,810111
101320119,香港,新界,香港,810111
101320112,香港,北区,香港,810112
101320113,香港,西贡区,香港,810113
101320114,香港,沙田区,香港,810114
101320115,香港,屯门区,香港,810115
101320116,香港,大埔区,香港,810116
101320117,香港,荃湾区,香港,810117
101320118,香港,元朗区,香港,810118
101330101,澳门,花王堂区,澳门,820001
101330102,澳门,望德堂区,澳门,820002
101330103,澳门,风顺堂区,澳门,820003
101330104,澳门,圣方济各堂区,澳门,820004
101330105,澳门,嘉模堂区,澳门,820005
101330106,澳门,大堂区,澳门,820006
101330107,澳门,路氹填海区,澳门,820007
101330108,澳门,花地玛堂区,澳门,820008
101330109,澳门,澳门,澳门,820010
101340113,台北市,台北,台湾省,710113
101340101,台北市,北投区,台湾省,710101
101340102,台北市,松山区,台湾省,710102
101340103,台北市,大同区,台湾省,710103
101340104,台北市,文山区,台湾省,710104
101340105,台北市,信义区,台湾省,710105
101340106,台北市,内湖区,台湾省,710106
101340107,台北市,中正区,台湾省,710107
101340108,台北市,万华区,台湾省,710108
101340109,台北市,中山区,台湾省,710109
101340110,台北市,士林区,台湾省,710110
101340111,台北市,南港区,台湾省,710111
101340112,台北市,大安区,台湾省,710112
101340239,高雄市,高雄,台湾省,710239
101340201,高雄市,小港区,台湾省,710201
101340202,高雄市,左营区,台湾省,710202
101340203,高雄市,大寮区,台湾省,710203
101340204,高雄市,那玛夏区,台湾省,710204
101340205,高雄市,旗津区,台湾省,710205
101340206,高雄市,弥陀区,台湾省,710206
101340207,高雄市,燕巢区,台湾省,710207
101340208,高雄市,大树区,台湾省,710208
101340209,高雄市,阿莲区,台湾省,710209
101340210,高雄市,楠梓区,台湾省,710210
101340211,高雄市,鸟松区,台湾省,710211
101340212,高雄市,苓雅区,台湾省,710212
101340213,高雄市,桥头区,台湾省,710213
101340214,高雄市,梓官区,台湾省,710214
101340215,高雄市,美浓区,台湾省,710215
101340216,高雄市,仁武区,台湾省,710216
101340217,高雄市,凤山区,台湾省,710217
101340218,高雄市,甲仙区,台湾省,710218
101340219,高雄市,茄萣区,台湾省,710219
101340220,高雄市,大社区,台湾省,710220
101340221,高雄市,前镇区,台湾省,710221
101340222,高雄市,茂林区,台湾省,710222
101340223,高雄市,湖内区,台湾省,710223
101340224,高雄市,六龟区,台湾省,710224
101340225,高雄市,林园区,台湾省,710225
101340226,高雄市,内门区,台湾省,710226
101340227,高雄市,鼓山区,台湾省,710227
101340228,高雄市,杉林区,台湾省,710228
101340229,高雄市,三民区,台湾省,710229
101340230,高雄市,前金区,台湾省,710230
101340231,高雄市,冈山区,台湾省,710231
101340232,高雄市,田寮区,台湾省,710232
101340233,高雄市,桃源区,台湾省,710233
101340234,高雄市,盐埕区,台湾省,710234
101340235,高雄市,旗山区,台湾省,710235
101340236,高雄市,永安区,台湾省,710236
101340237,高雄市,路竹区,台湾省,710237
101340238,高雄市,新兴区,台湾省,710238
101340330,新北市,新北市,台湾省,710330
101340301,新北市,八里区,台湾省,710301
101340302,新北市,三峡区,台湾省,710302
101340303,新北市,新庄区,台湾省,710303
101340304,新北市,坪林区,台湾省,710304
101340305,新北市,莺歌区,台湾省,710305
101340306,新北市,汐止区,台湾省,710306
101340307,新北市,深坑区,台湾省,710307
101340308,新北市,芦洲区,台湾省,710308
101340309,新北市,三芝区,台湾省,710309
101340310,新北市,三重区,台湾省,710310
101340311,新北市,平溪区,台湾省,710311
101340312,新北市,中和区,台湾省,710312
101340313,新北市,永和区,台湾省,710313
101340314,新北市,泰山区,台湾省,710314
101340315,新北市,土城区,台湾省,710315
101340316,新北市,石碇区,台湾省,710316
101340317,新北市,五股区,台湾省,710317
101340318,新北市,林口区,台湾省,710318
101340319,新北市,双溪区,台湾省,710319
101340320,新北市,树林区,台湾省,710320
101340321,新北市,板桥区,台湾省,710321
101340322,新北市,新店区,台湾省,710322
101340323,新北市,乌来区,台湾省,710323
101340324,新北市,贡寮区,台湾省,710324
101340325,新北市,金山区,台湾省,710325
101340326,新北市,万里区,台湾省,710326
101340327,新北市,淡水区,台湾省,710327
101340328,新北市,瑞芳区,台湾省,710328
101340329,新北市,石门区,台湾省,710329
101340430,台中市,台中市,台湾省,710430
101340401,台中市,东区,台湾省,710401
101340402,台中市,新社区,台湾省,710402
101340403,台中市,中区,台湾省,710403
101340404,台中市,南屯区,台湾省,710404
101340405,台中市,神冈区,台湾省,710405
101340406,台中市,沙鹿区,台湾省,710406
101340407,台中市,丰原区,台湾省,710407
101340408,台中市,大里区,台湾省,710408
101340409,台中市,龙井区,台湾省,710409
101340410,台中市,西区,台湾省,710410
101340411,台中市,南区,台湾省,710411
101340412,台中市,西屯区,台湾省,710412
101340413,台中市,太平区,台湾省,710413
101340414,台中市,北屯区,台湾省,710414
101340415,台中市,大雅区,台湾省,710415
101340416,台中市,石冈区,台湾省,710416
101340417,台中市,北区,台湾省,710417
101340418,台中市,大甲区,台湾省,710418
101340419,台中市,梧栖区,台湾省,710419
101340420,台中市,东势区,台湾省,710420
101340421,台中市,和平区,台湾省,710421
101340422,台中市,雾峰区,台湾省,710422
101340423,台中市,乌日区,台湾省,710423
101340424,台中市,后里区,台湾省,710424
101340425,台中市,潭子区,台湾省,710425
101340426,台中市,大肚区,台湾省,710426
101340427,台中市,外埔区,台湾省,710427
101340428,台中市,清水区,台湾省,710428
101340429,台中市,大安区,台湾省,710429
101340538,台南市,台南市,台湾省,710538
101340501,台南市,安定区,台湾省,710501
101340502,台南市,大内区,台湾省,710502
101340503,台南市,东山区,台湾省,710503
101340504,台南市,下营区,台湾省,710504
101340505,台南市,山上区,台湾省,710505
101340506,台南市,永康区,台湾省,710506
101340507,台南市,新营区,台湾省,710507
101340508,台南市,白河区,台湾省,710508
101340509,台南市,盐水区,台湾省,710509
101340510,台南市,归仁区,台湾省,710510
101340511,台南市,龙崎区,台湾省,710511
101340512,台南市,关庙区,台湾省,710512
101340513,台南市,仁德区,台湾省,710513
101340514,台南市,学甲区,台湾省,710514
101340515,台南市,善化区,台湾省,710515
101340516,台南市,新市区,台湾省,710516
101340517,台南市,佳里区,台湾省,710517
101340518,台南市,新化区,台湾省,710518
101340519,台南市,西港区,台湾省,710519
101340520,台南市,麻豆区,台湾省,710520
101340521,台南市,安南区,台湾省,710521
101340522,台南市,后壁区,台湾省,710522
101340523,台南市,柳营区,台湾省,710523
101340524,台南市,玉井区,台湾省,710524
101340525,台南市,官田区,台湾省,710525
101340526,台南市,东区,台湾省,710526
101340527,台南市,六甲区,台湾省,710527
101340528,台南市,中西区,台湾省,710528
101340529,台南市,北区,台湾省,710529
101340530,台南市,楠西区,台湾省,710530
101340531,台南市,南化区,台湾省,710531
101340532,台南市,左镇区,台湾省,710532
101340533,台南市,南区,台湾省,710533
101340534,台南市,安平区,台湾省,710534
101340535,台南市,北门区,台湾省,710535
101340536,台南市,七股区,台湾省,710536
101340537,台南市,将军区,台湾省,710537
101340616,桃园市,桃园市,台湾省,710616
101340601,桃园市,平镇市,台湾省,710601
101340602,桃园市,杨梅市,台湾省,710602
101340603,桃园市,八德市,台湾省,710603
101340604,桃园市,桃园区,台湾省,710604
101340605,桃园市,龟山乡,台湾省,710605
101340606,桃园市,复兴乡,台湾省,710606
101340607,桃园市,芦竹乡,台湾省,710607
101340608,桃园市,观音乡,台湾省,710608
101340609,桃园市,龙潭乡,台湾省,710609
101340610,桃园市,大溪镇,台湾省,710610
101340611,桃园市,大园乡,台湾省,710611
101340612,桃园市,新屋乡,台湾省,710612
101340613,桃园市,中坜市,台湾省,710613
101340701,基隆市,基隆,台湾省,719001
101340801,新竹市,新竹市,台湾省,719002
101340901,嘉义市,嘉义市,台湾省,719003
101341001,新竹县,新竹县,台湾省,719004
101341101,宜兰县,宜兰县,台湾省,719005
101341201,苗栗县,苗栗县,台湾省,719006
101341301,彰化县,彰化县,台湾省,719007
101341401,云林县,云林县,台湾省,719008
101341501,南投县,南投县,台湾省,719009
101341601,嘉义县,嘉义县,台湾省,719010
101341701,屏东县,屏东县,台湾省,719011
101341801,台东县,台东县,台湾省,719012
101341901,花莲县,花莲县,台湾省,719013
101342001,澎湖县,澎湖县,台湾省,719014
